Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
19,1636060573944,04/11/2021 21:16:13,1636060573226,-4,04/11/2021 17:16:13,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11570.5,,,,,0,1,0,,,,,,training,,
20,1636060574148,04/11/2021 21:16:14,1636060573307,-4,04/11/2021 17:16:13,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,61.600000001490116,,,continue_experiment,1,1,0,0,,,,,,training,,
21,1636060593914,04/11/2021 21:16:33,1636060593205,-4,04/11/2021 17:16:33,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19890.10000000149,,,,,0,1,0,,,,,,training,,
22,1636060595248,04/11/2021 21:16:35,1636060594529,-4,04/11/2021 17:16:34,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,1310.2000000029802,,,continue,1,1,0,0,,,,,,training,,
23,1636060775857,04/11/2021 21:19:35,1636060774196,-4,04/11/2021 17:19:34,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,179651,,,event,1,1,0,0,,,,,,training,,
24,1636060790804,04/11/2021 21:19:50,1636060790080,-4,04/11/2021 17:19:50,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195536.09999999404,,,event,2,1,0,0,,,,,,training,,
25,1636060871500,04/11/2021 21:21:11,1636060870138,-4,04/11/2021 17:21:10,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,275593.69999999553,,,event,3,1,0,0,,,,,,training,,
26,1636060894310,04/11/2021 21:21:34,1636060893010,-4,04/11/2021 17:21:33,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,298465.59999999404,,,event,4,1,0,0,,,,,,training,,
27,1636060921496,04/11/2021 21:22:01,1636060920408,-4,04/11/2021 17:22:00,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,325863.799999997,,,event,5,1,0,0,,,,,,training,,
28,1636060951656,04/11/2021 21:22:31,1636060950566,-4,04/11/2021 17:22:30,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,356021.799999997,,,event,6,1,0,0,,,,,,training,,
29,1636061001335,04/11/2021 21:23:21,1636061000241,-4,04/11/2021 17:23:20,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,405696.3999999985,,,event,7,1,0,0,,,,,,training,,
30,1636061007389,04/11/2021 21:23:27,1636061006659,-4,04/11/2021 17:23:26,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,412114.59999999404,,,event,8,1,0,0,,,,,,training,,
31,1636061016253,04/11/2021 21:23:36,1636061015539,-4,04/11/2021 17:23:35,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,420994.19999999553,,,event,9,1,0,0,,,,,,training,,
32,1636061021661,04/11/2021 21:23:41,1636061020952,-4,04/11/2021 17:23:40,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,426407.299999997,,,event,10,1,0,0,,,,,,training,,
33,1636061030052,04/11/2021 21:23:50,1636061028635,-4,04/11/2021 17:23:48,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,434090.69999999553,,,event,11,1,0,0,,,,,,training,,
34,1636061031898,04/11/2021 21:23:51,1636061031171,-4,04/11/2021 17:23:51,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,436627.09999999404,,,event,12,1,0,0,,,,,,training,,
35,1636061034962,04/11/2021 21:23:54,1636061034240,-4,04/11/2021 17:23:54,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,439695.799999997,,,event,13,1,0,0,,,,,,training,,
36,1636061057016,04/11/2021 21:24:17,1636061056269,-4,04/11/2021 17:24:16,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,461724.3999999985,,,event,14,1,0,0,,,,,,training,,
37,1636061058683,04/11/2021 21:24:18,1636061057978,-4,04/11/2021 17:24:17,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,463434.09999999404,,,event,15,1,0,0,,,,,,training,,
38,1636061120796,04/11/2021 21:25:20,1636061120080,-4,04/11/2021 17:25:20,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,525535.5,,,event,16,1,0,0,,,,,,training,,
39,1636061147023,04/11/2021 21:25:47,1636061146315,-4,04/11/2021 17:25:46,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,551770.6999999955,,,event,17,1,0,0,,,,,,training,,
40,1636061160302,04/11/2021 21:26:00,1636061159587,-4,04/11/2021 17:25:59,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,565042.599999994,,,event,18,1,0,0,,,,,,training,,
41,1636061173758,04/11/2021 21:26:13,1636061173041,-4,04/11/2021 17:26:13,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,578496.3999999985,,,event,19,1,0,0,,,,,,training,,
42,1636061176023,04/11/2021 21:26:16,1636061175313,-4,04/11/2021 17:26:15,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,580768.8999999985,,,event,20,1,0,0,,,,,,training,,
43,1636061184853,04/11/2021 21:26:24,1636061184140,-4,04/11/2021 17:26:24,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,589596.099999994,,,event,21,1,0,0,,,,,,training,,
44,1636061195255,04/11/2021 21:26:35,1636061194534,-4,04/11/2021 17:26:34,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599991.958,,,,,0,1,0,,,1,,,training,,
45,1636061207336,04/11/2021 21:26:47,1636061206617,-4,04/11/2021 17:26:46,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,12066.29999999702,,,,,0,1,0,,,,,,training,,
46,1636061209384,04/11/2021 21:26:49,1636061208662,-4,04/11/2021 17:26:48,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_keyboard,2005.3000000044703,,,yes,1,0,1,0,,,,,,training,,
47,1636061217132,04/11/2021 21:26:57,1636061215625,-4,04/11/2021 17:26:55,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6948.79999999702,,,,,0,1,0,,,,,,training,,
48,1636061217421,04/11/2021 21:26:57,1636061215788,-4,04/11/2021 17:26:55,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,149.70000000298023,,,end,1,1,0,0,,,,,,training,,
49,1636061217421,04/11/2021 21:26:57,1636061215790,-4,04/11/2021 17:26:55,68194,4,task-1t2b,,16897640,613b90589da40a5f42ad01b7,5000822,,complete,,61844c9719f267fb3b0cd2b4,computer,Desktop or Laptop,Chromium OS 14150.64.0,Chrome 94.0.4606.104,1366x768,1366x665,,Instructions_and_training,14,Spreadsheet1,,,END TASK,,,,,833383,,,,,0,1,0,,,,,,,,
1,1636061168582,04/11/2021 21:26:08,1636061170076,-4,04/11/2021 17:26:10,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1636061182395,04/11/2021 21:26:22,1636061183929,-4,04/11/2021 17:26:23,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,1,Screen_1,content,content_video,10608.89999961853,,,,,0,1,0,,,,,,instructions,,
3,1636061182719,04/11/2021 21:26:22,1636061184232,-4,04/11/2021 17:26:24,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,2,Screen_2,button1,response_keyboard,292.59999990463257,,,sound_on,1,1,0,0,,,,,,instructions,,
4,1636061194052,04/11/2021 21:26:34,1636061195610,-4,04/11/2021 17:26:35,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,3,Screen_2_1,content,content_video,11371.900000095367,,,,,0,1,0,,,,,,instructions,,
5,1636061199625,04/11/2021 21:26:39,1636061201173,-4,04/11/2021 17:26:41,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,4,Screen_2_2,advancementZone,response_keyboard_single,5551.39999961853,,,max_browser,1,1,0,0,,,,,,instructions,,
6,1636061211837,04/11/2021 21:26:51,1636061213382,-4,04/11/2021 17:26:53,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,5,Screen_3,content,content_video,12203.299999713898,,,,,0,1,0,,,,,,instructions,,
7,1636061212196,04/11/2021 21:26:52,1636061213734,-4,04/11/2021 17:26:53,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,6,Screen_4,advancementZone,response_keyboard_single,338,,,continue,1,1,0,0,,,,,,instructions,,
8,1636061234448,04/11/2021 21:27:14,1636061235990,-4,04/11/2021 17:27:15,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,7,Screen_5,content,content_video,22249.099999904633,,,,,0,1,0,,,,,,instructions,,
9,1636061235149,04/11/2021 21:27:15,1636061236701,-4,04/11/2021 17:27:16,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,8,Screen_6,advancementZone,response_keyboard_single,698.1000003814697,,,continue,1,1,0,0,,,,,,instructions,,
10,1636061242517,04/11/2021 21:27:22,1636061244064,-4,04/11/2021 17:27:24,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,9,Screen_7,content,content_video,7359.099999904633,,,,,0,1,0,,,,,,instructions,,
11,1636061242878,04/11/2021 21:27:22,1636061244405,-4,04/11/2021 17:27:24,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,10,Screen_8,advancementZone,response_keyboard_single,329.09999990463257,,,continue,1,1,0,0,,,,,,instructions,,
12,1636061289900,04/11/2021 21:28:09,1636061291425,-4,04/11/2021 17:28:11,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,47006.384000000005,,,,,0,1,0,,,1,,,training_intro,,
13,1636061304166,04/11/2021 21:28:24,1636061305698,-4,04/11/2021 17:28:25,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14255.5,,,,,0,1,0,,,,,,training_intro,,
14,1636061304525,04/11/2021 21:28:24,1636061306064,-4,04/11/2021 17:28:26,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,346.40000009536743,,,continue,1,1,0,0,,,,,,training_intro,,
15,1636061317448,04/11/2021 21:28:37,1636061318984,-4,04/11/2021 17:28:38,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,12912.400000095367,,,,,0,1,0,,,,,,training_intro,,
16,1636061319723,04/11/2021 21:28:39,1636061321189,-4,04/11/2021 17:28:41,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,2189,,,continue,1,1,0,0,,,,,,training_intro,,
17,1636061347025,04/11/2021 21:29:07,1636061348562,-4,04/11/2021 17:29:08,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27347.400000095367,,,,,0,1,0,,,,,,training,,
18,1636061347709,04/11/2021 21:29:07,1636061349256,-4,04/11/2021 17:29:09,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,681.9000000953674,,,found_event,1,1,0,0,,,,,,training,,
19,1636061359114,04/11/2021 21:29:19,1636061360643,-4,04/11/2021 17:29:20,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11380.599999904633,,,,,0,1,0,,,,,,training,,
20,1636061359358,04/11/2021 21:29:19,1636061360896,-4,04/11/2021 17:29:20,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,242.2000002861023,,,continue_experiment,1,1,0,0,,,,,,training,,
21,1636061379039,04/11/2021 21:29:39,1636061380574,-4,04/11/2021 17:29:40,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19668.700000286102,,,,,0,1,0,,,,,,training,,
22,1636061379515,04/11/2021 21:29:39,1636061381070,-4,04/11/2021 17:29:41,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,481,,,continue,1,1,0,0,,,,,,training,,
23,1636061575231,04/11/2021 21:32:55,1636061576321,-4,04/11/2021 17:32:56,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195241.09999990463,,,event,1,1,0,0,,,,,,training,,
24,1636061655527,04/11/2021 21:34:15,1636061657056,-4,04/11/2021 17:34:17,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,275977.40000009537,,,event,2,1,0,0,,,,,,training,,
25,1636061678092,04/11/2021 21:34:38,1636061679636,-4,04/11/2021 17:34:39,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,298557.30000019073,,,event,3,1,0,0,,,,,,training,,
26,1636061706519,04/11/2021 21:35:06,1636061708067,-4,04/11/2021 17:35:08,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,326988.90000009537,,,event,4,1,0,0,,,,,,training,,
27,1636061734670,04/11/2021 21:35:34,1636061736205,-4,04/11/2021 17:35:36,68194,4,task-1t2b,,16897816,5f7c8bc3cfe7430cab08f285,5000892,,complete,,61844efe8e0a293a768e6d33,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1920x1080,1920x969,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,355125.69999980927,,,event,5,1,0,0,,,,,,training,,
