Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,,ANSWER
32,1636048049239,04/11/2021 17:47:29,1636048046639,-4,04/11/2021 13:47:26,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,581857.1999998093,,,event,10,1,0,0,,,,,,training,,
33,1636048065135,04/11/2021 17:47:45,1636048062525,-4,04/11/2021 13:47:42,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,597743.6999998093,,,event,11,1,0,0,,,,,,training,,
34,1636048067405,04/11/2021 17:47:47,1636048064806,-4,04/11/2021 13:47:44,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,600013.2509999999,,,,,0,1,0,,,1,,,training,,
35,1636048079378,04/11/2021 17:47:59,1636048076757,-4,04/11/2021 13:47:56,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,11942.5,,,,,0,1,0,,,,,,training,,
36,1636048080805,04/11/2021 17:48:00,1636048078194,-4,04/11/2021 13:47:58,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_keyboard,1397.3999996185303,,,yes,1,0,1,0,,,,,,training,,
37,1636048087592,04/11/2021 17:48:07,1636048084990,-4,04/11/2021 13:48:04,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6779,,,,,0,1,0,,,,,,training,,
38,1636048088489,04/11/2021 17:48:08,1636048085882,-4,04/11/2021 13:48:05,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,871.6999998092651,,,end,1,1,0,0,,,,,,training,,
39,1636048088883,04/11/2021 17:48:08,1636048085886,-4,04/11/2021 13:48:05,68194,4,task-1t2b,,16893038,60fb39eb5d54a06882af1a3e,4999522,,complete,,6184192e1b0bb547d187ee21,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1536x864,1519x754,,Instructions_and_training,14,Spreadsheet1,,,END TASK,,,,,842451,,,,,0,1,0,,,,,,,,
1,1636048335668,04/11/2021 17:52:15,1636048339655,-4,04/11/2021 13:52:19,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x757,,Instructions_and_training,14,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1636048350904,04/11/2021 17:52:30,1636048354933,-4,04/11/2021 13:52:34,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x757,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,1,Screen_1,content,content_video,10587,,,,,0,1,0,,,,,,instructions,,
3,1636048354330,04/11/2021 17:52:34,1636048358351,-4,04/11/2021 13:52:38,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x757,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,2,Screen_2,button1,response_keyboard,3402,,,sound_on,1,1,0,0,,,,,,instructions,,
4,1636048365714,04/11/2021 17:52:45,1636048369762,-4,04/11/2021 13:52:49,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x757,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,3,Screen_2_1,content,content_video,11399,,,,,0,1,0,,,,,,instructions,,
5,1636048375864,04/11/2021 17:52:55,1636048379917,-4,04/11/2021 13:52:59,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,4,Screen_2_2,advancementZone,response_keyboard_single,10142,,,max_browser,1,1,0,0,,,,,,instructions,,
6,1636048388095,04/11/2021 17:53:08,1636048392143,-4,04/11/2021 13:53:12,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,5,Screen_3,content,content_video,12214,,,,,0,1,0,,,,,,instructions,,
7,1636048388259,04/11/2021 17:53:08,1636048392254,-4,04/11/2021 13:53:12,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,6,Screen_4,advancementZone,response_keyboard_single,97,,,continue,1,1,0,0,,,,,,instructions,,
8,1636048410510,04/11/2021 17:53:30,1636048414541,-4,04/11/2021 13:53:34,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,7,Screen_5,content,content_video,22284,,,,,0,1,0,,,,,,instructions,,
9,1636048412025,04/11/2021 17:53:32,1636048416076,-4,04/11/2021 13:53:36,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,8,Screen_6,advancementZone,response_keyboard_single,1521,,,continue,1,1,0,0,,,,,,instructions,,
10,1636048419420,04/11/2021 17:53:39,1636048423464,-4,04/11/2021 13:53:43,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,9,Screen_7,content,content_video,7378,,,,,0,1,0,,,,,,instructions,,
11,1636048419631,04/11/2021 17:53:39,1636048423676,-4,04/11/2021 13:53:43,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,1,1,10,Screen_8,advancementZone,response_keyboard_single,201,,,continue,1,1,0,0,,,,,,instructions,,
12,1636048466642,04/11/2021 17:54:26,1636048470695,-4,04/11/2021 13:54:30,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,1,Screen_1,Zone1,timelimit_screen,46998.12000000001,,,,,0,1,0,,,1,,,training_intro,,
13,1636048480924,04/11/2021 17:54:40,1636048484976,-4,04/11/2021 13:54:44,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,2,Screen_2,content,content_video,14270,,,,,0,1,0,,,,,,training_intro,,
14,1636048482596,04/11/2021 17:54:42,1636048486655,-4,04/11/2021 13:54:46,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,3,Screen_3,advancementZone,response_keyboard_single,1643,,,continue,1,1,0,0,,,,,,training_intro,,
15,1636048495561,04/11/2021 17:54:55,1636048499584,-4,04/11/2021 13:54:59,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,4,Screen_4,content,content_video,12919,,,,,0,1,0,,,,,,training_intro,,
16,1636048495832,04/11/2021 17:54:55,1636048499868,-4,04/11/2021 13:54:59,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,2,1,5,Screen_5,advancementZone,response_keyboard_single,271,,,continue,1,1,0,0,,,,,,training_intro,,
17,1636048523237,04/11/2021 17:55:23,1636048527286,-4,04/11/2021 13:55:27,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,1,train_2_1_1,content,content_video,27382,,,,,0,1,0,,,,,,training,,
18,1636048524187,04/11/2021 17:55:24,1636048528238,-4,04/11/2021 13:55:28,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,4,train_2_2_1,advancementZone,response_keyboard_single,937,,,found_event,1,1,0,0,,,,,,training,,
19,1636048535646,04/11/2021 17:55:35,1636048539688,-4,04/11/2021 13:55:39,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,23,Success,content,content_video,11439,,,,,0,1,0,,,,,,training,,
20,1636048536192,04/11/2021 17:55:36,1636048540238,-4,04/11/2021 13:55:40,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,24,Success_2,advancementZone,response_keyboard_single,538,,,continue_experiment,1,1,0,0,,,,,,training,,
21,1636048555880,04/11/2021 17:55:55,1636048559921,-4,04/11/2021 13:55:59,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,25,Instructions_3_1,content,content_video,19672,,,,,0,1,0,,,,,,training,,
22,1636048556154,04/11/2021 17:55:56,1636048560205,-4,04/11/2021 13:56:00,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,26,Instructions_3_2,Zone1,response_keyboard_single,273,,,continue,1,1,0,0,,,,,,training,,
23,1636048738125,04/11/2021 17:58:58,1636048741352,-4,04/11/2021 13:59:01,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,181135,,,event,1,1,0,0,,,,,,training,,
24,1636048751532,04/11/2021 17:59:11,1636048755581,-4,04/11/2021 13:59:15,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,195364,,,event,2,1,0,0,,,,,,training,,
25,1636048831055,04/11/2021 18:00:31,1636048835100,-4,04/11/2021 14:00:35,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,274883,,,event,3,1,0,0,,,,,,training,,
26,1636048857013,04/11/2021 18:00:57,1636048861069,-4,04/11/2021 14:01:01,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,300852,,,event,4,1,0,0,,,,,,training,,
27,1636048878376,04/11/2021 18:01:18,1636048882429,-4,04/11/2021 14:01:22,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,322212,,,event,5,1,0,0,,,,,,training,,
28,1636048881863,04/11/2021 18:01:21,1636048885916,-4,04/11/2021 14:01:25,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,325699,,,event,6,1,0,0,,,,,,training,,
29,1636048941055,04/11/2021 18:02:21,1636048945101,-4,04/11/2021 14:02:25,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,384884,,,event,7,1,0,0,,,,,,training,,
30,1636048945718,04/11/2021 18:02:25,1636048949757,-4,04/11/2021 14:02:29,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,389539,,,event,8,1,0,0,,,,,,training,,
31,1636048959811,04/11/2021 18:02:39,1636048963869,-4,04/11/2021 14:02:43,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,403652,,,event,9,1,0,0,,,,,,training,,
32,1636048962336,04/11/2021 18:02:42,1636048966380,-4,04/11/2021 14:02:46,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,406163,,,event,10,1,0,0,,,,,,training,,
33,1636048970066,04/11/2021 18:02:50,1636048974109,-4,04/11/2021 14:02:54,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,413892,,,event,11,1,0,0,,,,,,training,,
34,1636048982522,04/11/2021 18:03:02,1636048986573,-4,04/11/2021 14:03:06,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,426356,,,event,12,1,0,0,,,,,,training,,
35,1636048990807,04/11/2021 18:03:10,1636048994860,-4,04/11/2021 14:03:14,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,434643,,,event,13,1,0,0,,,,,,training,,
36,1636048993153,04/11/2021 18:03:13,1636048997197,-4,04/11/2021 14:03:17,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,436980,,,event,14,1,0,0,,,,,,training,,
37,1636048997001,04/11/2021 18:03:17,1636049001052,-4,04/11/2021 14:03:21,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,440835,,,event,15,1,0,0,,,,,,training,,
38,1636049015134,04/11/2021 18:03:35,1636049019180,-4,04/11/2021 14:03:39,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,458963,,,event,16,1,0,0,,,,,,training,,
39,1636049083355,04/11/2021 18:04:43,1636049087406,-4,04/11/2021 14:04:47,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,527188,,,event,17,1,0,0,,,,,,training,,
40,1636049121103,04/11/2021 18:05:21,1636049125149,-4,04/11/2021 14:05:25,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,564931,,,event,18,1,0,0,,,,,,training,,
41,1636049134536,04/11/2021 18:05:34,1636049138573,-4,04/11/2021 14:05:38,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,578356,,,event,19,1,0,0,,,,,,training,,
42,1636049137412,04/11/2021 18:05:37,1636049141452,-4,04/11/2021 14:05:41,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,581235,,,event,20,1,0,0,,,,,,training,,
43,1636049143761,04/11/2021 18:05:43,1636049147804,-4,04/11/2021 14:05:47,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,587587,,,event,21,1,0,0,,,,,,training,,
44,1636049146082,04/11/2021 18:05:46,1636049150108,-4,04/11/2021 14:05:50,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,589891,,,event,22,1,0,0,,,,,,training,,
45,1636049148254,04/11/2021 18:05:48,1636049152316,-4,04/11/2021 14:05:52,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,592099,,,event,23,1,0,0,,,,,,training,,
46,1636049153627,04/11/2021 18:05:53,1636049157676,-4,04/11/2021 14:05:57,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,advancementZone,response_keyboard_single,597459,,,event,24,1,0,0,,,,,,training,,
47,1636049156180,04/11/2021 18:05:56,1636049160221,-4,04/11/2021 14:06:00,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,27,Desc_Me,Zone1,timelimit_screen,599992.666,,,,,0,1,0,,,1,,,training,,
48,1636049168077,04/11/2021 18:06:08,1636049172109,-4,04/11/2021 14:06:12,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,28,Ending_Question,content,content_video,11879,,,,,0,1,0,,,,,,training,,
49,1636049170495,04/11/2021 18:06:10,1636049174557,-4,04/11/2021 14:06:14,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,29,Ending_Question_2,Zone1,response_keyboard,2416,,,yes,1,0,1,0,,,,,,training,,
50,1636049177259,04/11/2021 18:06:17,1636049181305,-4,04/11/2021 14:06:21,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,30,End_1,content,content_video,6740,,,,,0,1,0,,,,,,training,,
51,1636049177572,04/11/2021 18:06:17,1636049181420,-4,04/11/2021 14:06:21,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,Spreadsheet1,3,1,31,End_2,advancementZone,response_keyboard_single,104,,,end,1,1,0,0,,,,,,training,,
52,1636049177572,04/11/2021 18:06:17,1636049181422,-4,04/11/2021 14:06:21,68194,4,task-1t2b,,16893406,5a3b4683c478830001cca22d,4999620,,complete,,61841d8b67fe09ee35a4ebe2,computer,Desktop or Laptop,Windows 7,Chrome 95.0.4638.69,1440x900,1440x900,,Instructions_and_training,14,Spreadsheet1,,,END TASK,,,,,841767,,,,,0,1,0,,,,,,,,
